Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Feiertag,Umsatz_ma_7,Wochentag,Monat,Tag_des_Jahres,Umsatz_Lag_1,Umsatz_Lag_7
2016-01-23,2,273.076862089786,6.0,3.125,6.0,49.0,0,256.4690886988653,5,1,23,246.118891098791,294.730277690986
2016-01-24,2,387.324227337581,7.0,5.125,7.0,10.0,0,252.3325862861083,6,1,24,273.076862089786,416.27974422688
2016-01-25,2,248.99728128206,8.0,9.0,9.0,45.0,0,259.795037562554,0,1,25,387.324227337581,196.76012234694
2016-01-26,2,221.127801890975,7.0,7.875,9.0,45.0,0,261.75438307958444,1,1,26,248.99728128206,207.412383271762
2016-01-27,2,226.325022919998,7.0,10.375,15.0,61.0,0,260.799594528797,2,1,27,221.127801890975,233.00854277551
2016-01-28,2,236.14096812416,5.0,6.75,16.0,21.0,0,262.73015067762157,3,1,28,226.325022919998,222.627075082388
2016-01-29,2,267.454875544475,7.0,8.125,17.0,61.0,0,265.7781484555764,4,1,29,236.14096812416,246.118891098791
2016-01-30,2,329.964997391404,7.0,6.625,17.0,65.0,0,273.9050249272361,5,1,30,267.454875544475,273.076862089786
2016-01-31,2,382.123533692755,6.0,4.125,13.0,61.0,0,273.162068692261,6,1,31,329.964997391404,387.324227337581
2016-02-01,2,320.500473747742,7.0,7.875,21.0,61.0,0,283.3768104730727,0,2,32,382.123533692755,248.99728128206
2016-02-02,2,334.195166966653,6.0,7.5,20.0,61.0,0,299.5292911981696,1,2,33,320.500473747742,221.127801890975
2016-02-03,2,295.824206669011,6.0,4.75,15.0,61.0,0,309.45774601945715,2,2,34,334.195166966653,226.325022919998
2016-02-04,2,341.286700292853,5.0,4.25,12.0,22.0,0,324.478564900699,3,2,35,295.824206669011,236.14096812416
2016-02-05,2,287.795395648607,7.0,4.5,10.0,61.0,0,327.3843534870036,4,2,36,341.286700292853,267.454875544475
2016-02-06,2,474.051333102261,7.0,9.375,11.0,21.0,0,347.96811573141173,5,2,37,287.795395648607,329.964997391404
2016-02-07,2,579.707767204789,6.0,9.75,12.0,21.0,0,376.1944348045594,6,2,38,474.051333102261,382.123533692755
2016-02-08,2,244.238888656956,7.0,8.5,16.0,63.0,0,365.29992264873283,0,2,39,579.707767204789,320.500473747742
2016-02-09,2,291.262085727926,5.0,6.75,15.0,61.0,0,359.1666253289147,1,2,40,244.238888656956,334.195166966653
2016-02-10,2,257.330664582919,7.0,3.75,9.0,61.0,0,353.6675478880444,2,2,41,291.262085727926,295.824206669011
2016-02-11,2,297.503299343127,7.0,5.25,7.0,61.0,0,347.41277632379786,3,2,42,257.330664582919,341.286700292853
2016-02-12,2,240.946116831232,7.0,3.5,6.0,61.0,0,340.72002220703,4,2,43,297.503299343127,287.795395648607
2016-02-13,2,426.139933426771,6.0,2.0,8.0,20.0,0,333.8755365391029,5,2,44,240.946116831232,474.051333102261
2016-02-14,2,468.275277107278,8.0,2.875,20.0,61.0,0,317.95660938231555,6,2,45,426.139933426771,579.707767204789
2016-02-15,2,290.195276965657,8.0,0.75,14.0,61.0,0,324.52180771213,0,2,46,468.275277107278,244.238888656956
2016-02-16,2,275.870590746456,0.0,2.125,5.0,61.0,0,322.3230227147772,1,2,47,290.195276965657,291.262085727926
2016-02-17,2,282.850720027412,1.0,1.75,10.0,0.0,0,325.9687449211333,2,2,48,275.870590746456,257.330664582919
2016-02-18,2,328.449175370905,5.0,1.875,6.0,10.0,0,330.389584353673,3,2,49,282.850720027412,297.503299343127
2016-02-19,2,322.078092028064,7.0,3.25,6.0,61.0,0,341.979866524649,4,2,50,328.449175370905,240.946116831232
2016-02-20,2,443.775109403269,7.0,6.0,12.0,61.0,0,344.4991773784344,5,2,51,322.078092028064,426.139933426771
2016-02-21,2,498.815874652613,7.0,6.875,12.0,61.0,0,348.8621198849109,6,2,52,443.775109403269,468.275277107278
2016-02-22,2,236.927035507922,6.0,5.875,15.0,61.0,0,341.25237110523443,0,2,53,498.815874652613,290.195276965657
2016-02-23,2,260.990205479987,4.0,6.125,17.0,61.0,0,339.12660178145313,1,2,54,236.927035507922,275.870590746456
2016-02-24,2,242.649924353059,3.0,4.0,15.0,61.0,0,333.38363097083135,2,2,55,260.990205479987,282.850720027412
2016-02-25,2,237.155536345003,6.0,3.5,10.0,53.0,0,320.3416825385596,3,2,56,242.649924353059,328.449175370905
2016-02-26,2,254.772713211861,6.0,3.625,8.0,53.0,0,310.7266284219591,4,2,57,237.155536345003,322.078092028064
2016-02-27,2,344.439727506896,4.0,1.5,5.0,45.0,0,296.53585957962014,5,2,58,254.772713211861,443.775109403269
2016-02-28,2,475.067504097736,1.0,3.5,6.0,0.0,0,293.1432352146377,6,2,59,344.439727506896,498.815874652613
2016-02-29,2,213.574073422175,7.0,2.125,10.0,0.0,0,289.80709777381674,0,2,60,475.067504097736,236.927035507922
2016-03-01,2,227.734771550322,5.0,2.25,8.0,0.0,0,285.0563214981503,1,3,61,213.574073422175,260.990205479987
2016-03-02,2,222.095648232034,7.0,5.0,16.0,63.0,0,282.1199963380039,2,3,62,227.734771550322,242.649924353059
2016-03-03,2,229.046716982771,7.0,4.75,5.0,21.0,0,280.9615935719707,3,3,63,222.095648232034,237.155536345003
2016-03-04,2,219.883104831763,2.0,3.875,9.0,10.0,0,275.97736380338523,4,3,64,229.046716982771,254.772713211861
2016-03-05,2,307.355804230078,8.0,3.25,5.0,61.0,0,270.6796604781256,5,3,65,219.883104831763,344.439727506896
2016-03-06,2,424.997870111198,7.0,4.5,11.0,10.0,0,263.5268556229058,6,3,66,307.355804230078,475.067504097736
2016-03-07,2,261.046920938025,6.0,4.75,10.0,20.0,0,270.308690982313,0,3,67,424.997870111198,213.574073422175
2016-03-08,2,266.517131416557,6.0,5.0,10.0,61.0,0,275.84902810606087,1,3,68,261.046920938025,227.734771550322
2016-03-09,2,271.328765064048,0.0,6.75,9.0,5.0,0,282.8823305106343,2,3,69,266.517131416557,222.095648232034
2016-03-10,2,293.908820913272,8.0,4.375,11.0,10.0,0,292.1483453578487,3,3,70,271.328765064048,229.046716982771
2016-03-11,2,254.5335408235,8.0,3.5,11.0,10.0,0,297.09840764238254,4,3,71,293.908820913272,219.883104831763
2016-03-12,2,369.210704930203,8.0,2.75,7.0,0.0,0,305.93482202811475,5,3,72,254.5335408235,307.355804230078
2016-03-13,2,457.374192354555,8.0,0.875,8.0,10.0,0,310.5600109200229,6,3,73,369.210704930203,424.997870111198
2016-03-14,2,248.430200784947,8.0,5.0,8.0,10.0,0,308.757622326726,0,3,74,457.374192354555,261.046920938025
2016-03-15,2,274.617100464435,5.0,5.75,12.0,61.0,0,309.9147607621372,1,3,75,248.430200784947,266.517131416557
2016-03-16,2,284.674093245276,1.0,6.375,11.0,0.0,0,311.82123621659827,2,3,76,274.617100464435,271.328765064048
2016-03-17,2,292.66701959477,0.0,9.25,12.0,0.0,0,311.64383602824086,3,3,77,284.674093245276,293.908820913272
2016-03-18,2,271.254945413232,8.0,5.375,9.0,21.0,0,314.0326081124883,4,3,78,292.66701959477,254.5335408235
2016-03-19,2,380.23741771866,7.0,6.0,15.0,45.0,0,315.6078527965536,5,3,79,271.254945413232,369.210704930203
2016-03-20,2,527.51544193685,6.0,8.625,15.0,61.0,0,325.6280313083101,6,3,80,380.23741771866,457.374192354555
2016-03-21,2,270.390507218686,7.0,7.5,19.0,61.0,0,328.76521794170134,0,3,81,527.51544193685,248.430200784947
2016-03-22,2,305.474521378648,7.0,8.125,13.0,61.0,0,333.17342092944597,1,3,82,270.390507218686,274.617100464435
2016-03-23,2,328.778860928535,1.0,9.125,13.0,61.0,0,339.47410202705447,2,3,83,305.474521378648,284.674093245276
2016-03-26,2,603.695640303816,1.0,9.75,9.0,0.0,0,383.9067621283467,5,3,86,328.778860928535,292.66701959477
2016-03-27,2,684.171162722579,7.0,8.625,12.0,61.0,0,442.89479317253915,6,3,87,603.695640303816,271.254945413232
2016-03-28,2,593.601919712894,6.0,11.625,18.0,61.0,0,473.3754363145726,0,3,88,684.171162722579,380.23741771866
2016-03-29,2,384.312439396431,6.0,10.0,13.0,21.0,0,452.9178645230841,1,3,89,593.601919712894,527.51544193685
2016-03-30,2,337.623139607796,5.0,8.5,15.0,61.0,0,462.522526292957,2,3,90,384.312439396431,270.390507218686
2016-03-31,2,368.852751120523,4.0,9.0,13.0,21.0,0,471.5765591132249,3,3,91,337.623139607796,305.474521378648
2016-04-01,2,369.569826021304,0.0,9.125,7.0,21.0,0,477.4038398407633,4,4,92,368.852751120523,328.778860928535
2016-04-02,2,436.278040312197,3.0,12.75,8.0,21.0,0,453.4870398419606,5,4,93,369.569826021304,603.695640303816
2016-04-03,2,401.200597393477,7.0,15.5,5.0,21.0,0,413.06267336637455,6,4,94,436.278040312197,684.171162722579
2016-04-04,2,261.63640016653,6.0,17.375,6.0,21.0,0,365.639027716894,0,4,95,401.200597393477,593.601919712894
2016-04-05,2,246.716621441029,7.0,10.0,7.0,61.0,0,345.98248229469374,1,4,96,261.63640016653,384.312439396431
2016-04-06,2,285.481476537921,6.0,11.125,12.0,61.0,0,338.5336732847115,2,4,97,246.716621441029,337.623139607796
2016-04-07,2,281.790814958438,6.0,8.625,13.0,21.0,0,326.0962538329851,3,4,98,285.481476537921,368.852751120523
2016-04-08,2,256.02856475427,6.0,9.0,9.0,63.0,0,309.8760736519803,4,4,99,281.790814958438,369.569826021304
2016-04-09,2,350.321119468727,4.0,10.125,11.0,0.0,0,297.59651353148456,5,4,100,256.02856475427,436.278040312197
2016-04-10,2,396.748147555459,7.0,10.875,13.0,0.0,0,296.96044926891057,6,4,101,350.321119468727,401.200597393477
2016-04-11,2,266.366625292038,1.0,10.0,15.0,5.0,0,297.6361957154117,0,4,102,396.748147555459,261.63640016653
2016-04-12,2,258.442290134172,6.0,8.0,9.0,61.0,0,299.3112912430036,1,4,103,266.366625292038,246.716621441029
2016-04-13,2,264.607767409568,5.0,9.75,11.0,10.0,0,296.329332796096,2,4,104,258.442290134172,285.481476537921
2016-04-14,2,265.260826538153,6.0,10.0,8.0,0.0,0,293.96790587891246,3,4,105,264.607767409568,281.790814958438
2016-04-15,2,252.480598904069,7.0,10.625,8.0,61.0,0,293.461053614598,4,4,106,265.260826538153,256.02856475427
2016-04-16,2,343.737114318693,6.0,12.75,15.0,53.0,0,292.52048145030744,5,4,107,252.480598904069,350.321119468727
2016-04-17,2,414.521614252364,4.0,9.875,19.0,21.0,0,295.0595481212939,6,4,108,343.737114318693,396.748147555459
2016-04-18,2,278.295779079878,7.0,9.625,16.0,21.0,0,296.76371294812816,0,4,109,414.521614252364,266.366625292038
2016-04-19,2,246.549064599033,5.0,9.5,23.0,21.0,0,295.06468072882257,1,4,110,278.295779079878,258.442290134172
2016-04-20,2,237.679797411646,2.0,10.5,17.0,21.0,0,291.21782787197657,2,4,111,246.549064599033,264.607767409568
2016-04-21,2,275.748854017986,2.0,11.625,16.0,21.0,0,292.7161175119527,3,4,112,237.679797411646,265.260826538153
2016-04-22,2,275.38376345089,5.0,10.5,12.0,21.0,0,295.9879981614986,4,4,113,275.748854017986,252.480598904069
2016-04-23,2,332.231280619225,3.0,8.875,17.0,21.0,0,294.34430763300315,5,4,114,275.38376345089,343.737114318693
2016-04-24,2,390.150348783304,4.0,5.75,10.0,21.0,0,290.86269828028026,6,4,115,332.231280619225,414.521614252364
2016-04-25,2,291.664653265081,8.0,4.625,10.0,61.0,0,292.772537449595,0,4,116,390.150348783304,278.295779079878
2016-04-26,2,259.458654116745,7.0,2.5,7.0,75.0,0,294.61676452355385,1,4,117,291.664653265081,246.549064599033
2016-04-27,2,245.398926176158,7.0,4.875,8.0,61.0,0,295.71949720419843,2,4,118,259.458654116745,237.679797411646
2016-04-28,2,253.333171941653,6.0,7.5,16.0,61.0,0,292.51725690757945,3,4,119,245.398926176158,275.748854017986
2016-04-29,2,303.736923397452,6.0,9.75,13.0,61.0,0,296.56770832851686,4,4,120,253.333171941653,275.38376345089
2016-04-30,2,358.802853523612,8.0,8.0,7.0,61.0,0,300.3636473148578,5,4,121,303.736923397452,332.231280619225
2016-05-01,2,482.578324661218,0.0,10.75,9.0,61.0,0,313.56764386884555,6,5,122,358.802853523612,390.150348783304
2016-05-02,2,320.995419915468,1.0,17.875,6.0,61.0,0,317.7577533903294,0,5,123,482.578324661218,291.664653265081
2016-05-03,2,289.708731482993,6.0,11.375,15.0,61.0,0,322.0791930140791,1,5,124,320.995419915468,259.458654116745
2016-05-04,2,340.854574986743,1.0,12.375,10.0,61.0,0,335.71571427273415,2,5,125,289.708731482993,245.398926176158
2016-05-05,2,520.85778075021,0.0,15.125,13.0,61.0,0,373.9335155310995,3,5,126,340.854574986743,253.333171941653
2016-05-06,2,549.571974612779,0.0,19.0,14.0,61.0,0,409.0528085618604,4,5,127,520.85778075021,303.736923397452
2016-05-07,2,513.379310537856,0.0,22.125,12.0,61.0,0,431.1351595638953,5,5,128,549.571974612779,358.802853523612
2016-05-08,2,603.774496490781,0.0,21.375,17.0,61.0,0,448.44889839668997,6,5,129,513.379310537856,482.578324661218
2016-05-09,2,316.234375653089,0.0,19.875,12.0,61.0,0,447.7687492163501,0,5,130,603.774496490781,320.995419915468
2016-05-10,2,305.219598795191,0.0,20.875,14.0,61.0,0,449.984587403807,1,5,131,316.234375653089,289.708731482993
2016-05-11,2,309.345908790116,0.0,20.625,15.0,61.0,0,445.4833493757174,2,5,132,305.219598795191,340.854574986743
2016-05-12,2,322.631252723179,0.0,15.625,17.0,0.0,0,417.1652739432844,3,5,133,309.345908790116,520.85778075021
2016-05-13,2,329.450437716182,2.0,17.5,16.0,65.0,0,385.7193401009134,4,5,134,322.631252723179,549.571974612779
2016-05-14,2,451.821867120768,7.0,10.0,14.0,21.0,0,376.925419612758,5,5,135,329.450437716182,513.379310537856
2016-05-15,2,522.220037792634,6.0,9.75,12.0,61.0,0,365.2747826558799,6,5,136,451.821867120768,603.774496490781
2016-05-16,2,571.613453642502,5.0,11.25,16.0,61.0,0,401.75750808293884,0,5,137,522.220037792634,316.234375653089
2016-05-17,2,399.004465280682,7.0,10.75,15.0,21.0,0,415.1553461522948,1,5,138,571.613453642502,305.219598795191
2016-05-18,2,374.186876677991,5.0,16.75,7.0,21.0,0,424.4183415648483,2,5,139,399.004465280682,309.345908790116
2016-05-19,2,332.185760629374,2.0,19.5,10.0,0.0,0,425.7832712657333,3,5,140,374.186876677991,322.631252723179
2016-05-20,2,349.453247646396,8.0,14.75,11.0,61.0,0,428.64081554147816,4,5,141,332.185760629374,329.450437716182
2016-05-21,2,417.308630991789,6.0,19.375,9.0,21.0,0,423.7103532373383,5,5,142,349.453247646396,451.821867120768
2016-05-22,2,399.272621728124,1.0,25.0,9.0,21.0,0,406.14643665669394,6,5,143,417.308630991789,522.220037792634
2016-05-23,2,339.099125176726,7.0,15.5,8.0,21.0,0,372.93010401872596,0,5,144,399.272621728124,571.613453642502
2016-05-24,2,297.823624960247,8.0,14.25,10.0,21.0,0,358.47569825866384,1,5,145,339.099125176726,399.004465280682
2016-05-25,2,275.388396878139,7.0,16.5,6.0,20.0,0,344.36162971582786,2,5,146,297.823624960247,374.186876677991
2016-05-26,2,382.775874053643,7.0,14.375,6.0,61.0,0,351.58878877643775,3,5,147,275.388396878139,332.185760629374
2016-05-27,2,428.082278565753,4.0,15.875,9.0,61.0,0,362.821507479203,4,5,148,382.775874053643,349.453247646396
2016-05-28,2,475.9291538663,2.0,18.625,11.0,61.0,0,371.19586788984736,5,5,149,428.082278565753,417.308630991789
2016-05-29,2,536.394778519185,6.0,17.0,13.0,21.0,0,390.7847474314276,6,5,150,475.9291538663,399.272621728124
2016-05-30,2,352.200537133603,4.0,20.25,17.0,0.0,0,392.6563777109815,0,5,151,536.394778519185,339.099125176726
2016-05-31,2,336.967608768399,1.0,20.625,13.0,0.0,0,398.2483753978603,1,5,152,352.200537133603,297.823624960247
2016-06-01,2,329.675592570305,4.0,21.75,16.0,0.0,0,406.00368906816976,2,6,153,336.967608768399,275.388396878139
2016-06-02,2,300.201116439216,1.0,21.5,13.0,0.0,0,394.20729512325164,3,6,154,329.675592570305,382.775874053643
2016-06-03,2,360.161707281065,0.0,21.875,10.0,0.0,0,384.5043563682961,4,6,155,300.201116439216,428.082278565753
2016-06-04,2,484.977536743856,0.0,24.5,7.0,0.0,0,385.79698249366123,5,6,156,360.161707281065,475.9291538663
2016-06-05,2,505.183025938884,0.0,25.25,9.0,0.0,0,381.3381606964754,6,6,157,484.977536743856,536.394778519185
2016-06-06,2,336.086485363912,1.0,22.875,15.0,0.0,0,379.0361533008053,0,6,158,505.183025938884,352.200537133603
2016-06-07,2,335.422218343796,1.0,25.375,8.0,0.0,0,378.8153832401477,1,6,159,336.086485363912,336.967608768399
2016-06-08,2,359.982420677576,4.0,18.875,13.0,0.0,0,383.144930112615,2,6,160,335.422218343796,329.675592570305
2016-06-09,2,346.890563142984,1.0,19.5,16.0,0.0,0,389.8148510702962,3,6,161,359.982420677576,300.201116439216
2016-06-10,2,382.462286135426,3.0,18.125,13.0,0.0,0,393.0006480494905,4,6,162,346.890563142984,360.161707281065
2016-06-11,2,411.583071431955,0.0,17.375,12.0,0.0,0,382.5157244335047,5,6,163,382.462286135426,484.977536743856
2016-06-12,2,493.709599656085,7.0,13.875,7.0,61.0,0,380.876663535962,6,6,164,411.583071431955,505.183025938884
2016-06-13,2,321.713222457414,7.0,15.25,11.0,63.0,0,378.82334026360513,0,6,165,493.709599656085,336.086485363912
2016-06-14,2,306.10547510178,7.0,16.5,8.0,61.0,0,374.6352340861743,1,6,166,321.713222457414,335.422218343796
2016-06-15,2,279.035829075679,6.0,18.25,8.0,95.0,0,363.07143528590325,2,6,167,306.10547510178,359.982420677576
2016-06-16,2,305.679673037153,6.0,18.25,7.0,63.0,0,357.18416527078455,3,6,168,279.035829075679,346.890563142984
2016-06-17,2,349.831794411109,6.0,18.125,10.0,21.0,0,352.522666453025,4,6,169,305.679673037153,382.462286135426
2016-06-18,2,455.115566690297,6.0,18.0,12.0,21.0,0,358.74159434707383,5,6,170,349.831794411109,411.583071431955
2016-06-19,2,515.510722561944,7.0,16.0,14.0,21.0,0,361.85604047648224,6,6,171,455.115566690297,493.709599656085
2016-06-20,2,414.129888774016,4.0,20.875,10.0,61.0,0,375.058421378854,0,6,172,515.510722561944,321.713222457414
2016-06-21,2,390.81874030213,4.0,19.875,9.0,61.0,0,387.1603164074754,1,6,173,414.129888774016,306.10547510178
2016-06-22,2,437.625292013129,5.0,22.125,9.0,61.0,0,409.8159539699683,2,6,174,390.81874030213,279.035829075679
2016-06-23,2,444.85642620105,5.0,27.875,8.0,61.0,0,429.6983472790965,3,6,175,437.625292013129,305.679673037153
2016-06-24,2,504.789708077128,5.0,24.125,9.0,61.0,0,451.8351920885278,4,6,176,444.85642620105,349.831794411109
2016-06-25,2,770.940264429072,7.0,18.25,14.0,95.0,0,496.95300605120985,5,6,177,504.789708077128,455.115566690297
2016-06-26,2,673.058408685448,5.0,19.25,11.0,0.0,0,519.4598183545676,6,6,178,770.940264429072,515.510722561944
2016-06-27,2,457.726032088298,7.0,19.375,10.0,61.0,0,525.6878388280364,0,6,179,673.058408685448,414.129888774016
2016-06-28,2,402.680603677028,4.0,18.375,11.0,21.0,0,527.3823907387361,1,6,180,457.726032088298,390.81874030213
2016-06-29,2,370.9905058322,5.0,18.75,9.0,21.0,0,517.863135570032,2,6,181,402.680603677028,437.625292013129
2016-06-30,2,402.024053504751,7.0,18.25,9.0,61.0,0,511.7442251848464,3,6,182,370.9905058322,444.85642620105
2016-07-01,2,359.955266934243,8.0,19.25,7.0,63.0,0,491.0535907358629,4,7,183,402.024053504751,504.789708077128
2016-07-02,2,458.046656207515,7.0,15.625,12.0,61.0,0,446.35450384706894,5,7,184,359.955266934243,770.940264429072
2016-07-03,2,549.801708096745,4.0,17.125,12.0,61.0,0,428.74640376296855,6,7,185,458.046656207515,673.058408685448
2016-07-04,2,366.052910892549,6.0,17.25,10.0,61.0,0,415.6502435921473,0,7,186,549.801708096745,457.726032088298
2016-07-05,2,390.290376373584,7.0,17.125,10.0,95.0,0,413.8802111202267,1,7,187,366.052910892549,402.680603677028
2016-07-06,2,423.119096446191,5.0,16.5,22.0,21.0,0,421.32715263651113,2,7,188,390.290376373584,370.9905058322
2016-07-08,2,406.844268769529,6.0,19.125,8.0,63.0,0,422.01575481719374,4,7,190,423.119096446191,402.024053504751
2016-07-09,2,411.184304372527,5.0,19.125,12.0,63.0,0,429.33418873694853,5,7,191,406.844268769529,359.955266934243
2016-07-10,2,603.862275871903,6.0,24.125,8.0,63.0,0,450.16499154614684,6,7,192,411.184304372527,458.046656207515
2016-07-11,2,434.120775058025,6.0,20.0,13.0,21.0,0,433.6391439691868,0,7,193,603.862275871903,549.801708096745
2016-07-12,2,442.540104956313,4.0,19.125,14.0,95.0,0,444.565885978296,1,7,194,434.120775058025,366.052910892549
2016-07-13,2,441.154248420539,6.0,16.375,6.0,63.0,0,451.83215341357527,2,7,195,442.540104956313,390.290376373584
2016-07-14,2,477.904668200072,7.0,16.375,12.0,53.0,0,459.65866366412973,3,7,196,441.154248420539,423.119096446191
2016-07-15,2,455.61544571849,7.0,17.0,16.0,61.0,0,466.6259746568384,4,7,197,477.904668200072,406.844268769529
2016-07-16,2,501.587558806011,7.0,18.0,10.0,61.0,0,479.5407252901932,5,7,198,455.61544571849,411.184304372527
2016-07-17,2,666.527946705603,7.0,17.25,9.0,61.0,0,488.49296398072187,6,7,199,501.587558806011,603.862275871903
2016-07-19,2,498.531530465481,6.0,22.375,12.0,20.0,0,497.6945004675013,1,7,201,666.527946705603,434.120775058025
2016-07-20,2,504.911090771417,0.0,26.0,9.0,20.0,0,506.6046412982304,2,7,202,498.531530465481,442.540104956313
2016-07-21,2,518.05696353344,3.0,25.875,8.0,20.0,0,517.5907434572163,3,7,203,504.911090771417,441.154248420539
2016-07-22,2,552.606019978418,3.0,26.0,6.0,21.0,0,528.2623651398371,4,7,204,518.05696353344,477.904668200072
2016-07-23,2,649.673625708709,3.0,25.375,9.0,21.0,0,555.984962281297,5,7,205,552.606019978418,455.61544571849
2016-07-24,2,642.671545332675,0.0,25.25,10.0,21.0,0,576.1398174993918,6,7,206,649.673625708709,501.587558806011
2016-07-25,2,578.144391563216,4.0,25.375,7.0,95.0,0,563.5135953361938,0,7,207,642.671545332675,666.527946705603
2016-07-26,2,591.405293925478,3.0,21.875,9.0,20.0,0,576.781275830479,1,7,208,578.144391563216,498.531530465481
2016-07-27,2,599.470800802549,4.0,21.375,6.0,20.0,0,590.2898058349265,2,7,209,591.405293925478,504.911090771417
2016-07-28,2,589.818472576254,4.0,21.25,7.0,20.0,0,600.5414499838998,3,7,210,599.470800802549,518.05696353344
2016-07-29,2,585.737375255411,6.0,21.0,10.0,65.0,0,605.274500737756,4,7,211,589.818472576254,552.606019978418
2016-07-30,2,654.881851014471,4.0,19.625,10.0,65.0,0,606.0185329242934,5,7,212,585.737375255411,649.673625708709
2016-07-31,2,705.270631053338,7.0,17.375,6.0,61.0,0,614.9612594558167,6,7,213,654.881851014471,642.671545332675
2016-08-01,2,612.243855464434,3.0,18.5,14.0,61.0,0,619.832611441705,0,8,214,705.270631053338,578.144391563216
2016-08-02,2,640.359288495899,4.0,19.75,7.0,20.0,0,626.8260392374794,1,8,215,612.243855464434,591.405293925478
2016-08-03,2,546.681324306856,7.0,19.375,9.0,61.0,0,619.2846854523804,2,8,216,640.359288495899,599.470800802549
2016-08-04,2,572.9375007087,6.0,20.375,11.0,61.0,0,616.8731180427297,3,8,217,546.681324306856,589.818472576254
2016-08-05,2,582.139047360436,4.0,20.5,15.0,21.0,0,616.3590712005906,4,8,218,572.9375007087,585.737375255411
2016-08-06,2,627.399879345698,5.0,17.5,14.0,95.0,0,612.4330752479087,5,8,219,582.139047360436,654.881851014471
2016-08-07,2,717.630142641236,6.0,21.125,13.0,21.0,0,614.1987197604657,6,8,220,627.399879345698,705.270631053338
2016-08-08,2,590.364639279926,5.0,19.0,18.0,21.0,0,611.073117448393,0,8,221,717.630142641236,612.243855464434
2016-08-09,2,614.057655871662,5.0,15.375,18.0,21.0,0,607.3157413592163,1,8,222,590.364639279926,640.359288495899
2016-08-10,2,591.248086981698,4.0,14.5,15.0,95.0,0,613.6824217413366,2,8,223,614.057655871662,546.681324306856
2016-08-11,2,598.898338586543,7.0,13.875,9.0,61.0,0,617.3911128667427,3,8,224,591.248086981698,572.9375007087
2016-08-12,2,628.540557526445,7.0,18.25,12.0,61.0,0,624.0199000333154,4,8,225,598.898338586543,582.139047360436
2016-08-13,2,738.269009184729,7.0,18.125,12.0,61.0,0,639.8583471531771,5,8,226,628.540557526445,627.399879345698
2016-08-16,2,563.245539657153,2.0,19.375,10.0,61.0,0,617.8034038697366,1,8,229,738.269009184729,717.630142641236
2016-08-17,2,580.959984588054,0.0,19.571428,8.0,61.0,0,616.4598817708977,2,8,230,563.245539657153,590.364639279926
2016-08-18,2,517.663284471291,3.0,18.25,9.0,61.0,0,602.6892572851305,3,8,231,580.959984588054,614.057655871662
2016-08-19,2,547.814607365311,3.0,20.375,8.0,61.0,0,596.4844744827894,4,8,232,517.663284471291,591.248086981698
2016-08-20,2,727.82813857717,7.0,20.25,9.0,61.0,0,614.9030173385934,5,8,233,547.814607365311,598.898338586543
2016-08-21,2,611.969263585254,4.0,19.875,9.0,21.0,0,612.5356896327088,6,8,234,727.82813857717,628.540557526445
2016-08-22,2,503.322164342482,7.0,18.375,10.0,65.0,0,578.971854655245,0,8,235,611.969263585254,738.269009184729
2016-08-23,2,394.591725517269,6.0,21.75,8.0,65.0,0,554.8784526352616,1,8,236,503.322164342482,563.245539657153
2016-08-24,2,421.314999974756,0.0,25.375,6.0,65.0,0,532.0720262619333,2,8,237,394.591725517269,580.959984588054
2016-08-25,2,423.336573971822,0.0,28.375,6.0,65.0,0,518.5967819048662,3,8,238,421.314999974756,517.663284471291
2016-08-26,2,457.308960245821,0.0,27.75,13.0,65.0,0,505.6674037449392,4,8,239,423.336573971822,547.814607365311
2016-08-27,2,591.839425440136,0.0,20.375,8.0,65.0,0,486.2404447253629,5,8,240,457.308960245821,727.82813857717
2016-08-28,2,601.750589159833,4.0,21.875,12.0,63.0,0,484.78063409315985,6,8,241,591.839425440136,611.969263585254
2016-08-29,2,375.061712132817,3.0,18.5,15.0,21.0,0,466.45771234892203,0,8,242,601.750589159833,503.322164342482
2016-08-30,2,363.235887655092,2.0,20.25,12.0,21.0,0,461.9783069400396,1,8,243,375.061712132817,394.591725517269
2016-08-31,2,365.214393739474,0.0,23.125,6.0,21.0,0,453.9639346207136,2,8,244,363.235887655092,421.314999974756
2016-09-01,2,414.957000694047,5.0,20.25,13.0,21.0,0,452.7668527238886,3,9,245,365.214393739474,423.336573971822
2016-09-02,2,387.212025911342,4.0,19.125,8.0,61.0,0,442.75300496182007,4,9,246,414.957000694047,457.308960245821
2016-09-03,2,448.508773592816,5.0,19.25,12.0,21.0,0,422.2771975550601,5,9,247,387.212025911342,591.839425440136
2016-09-04,2,504.632657854187,6.0,19.25,8.0,61.0,0,408.40320736853926,6,9,248,448.508773592816,601.750589159833
2016-09-05,2,359.122720726491,0.0,19.125,12.0,0.0,0,406.126208596207,0,9,249,504.632657854187,375.061712132817
2016-09-06,2,377.634634092805,2.0,21.75,6.0,0.0,0,408.1831723730232,1,9,250,359.122720726491,363.235887655092
2016-09-07,2,335.203709564339,0.0,23.625,6.0,0.0,0,403.8959317765753,2,9,251,377.634634092805,365.214393739474
2016-09-08,2,414.047201809759,0.0,25.625,7.0,0.0,0,403.7659605073913,3,9,252,335.203709564339,414.957000694047
